1,1379802.4700,4903747.2000,8.0750,AEYF
2,1379167.7609,4903648.1849,6.5176,HENLEY-III
3,1379166.5060,4903648.7530,5.0330,HENLEY-III-BRIAN
4,1379802.4700,4903747.2000,8.0750,AEYF-OBS
5,1379523.2107,4902764.1430,6.5844,LT11-OBS
BM13,1387747.4450,4914711.8570,14.1150,
BM14,1387622.9300,4914931.7620,11.0310,
BM15,1387533.8590,4915135.9030,14.3740,
BM16,1387304.2270,4915368.6880,12.7750,
BM17,1387044.8340,4915506.5980,9.5110,
BM18,1386891.7080,4915673.9400,13.3860,
BM19,1386934.8220,4915908.8080,11.9180,
BM20,1387111.5610,4916166.4750,12.2570,
BM21,1387104.9950,4916522.7030,12.2980,
BM22,1386891.0280,4916746.2970,13.1970,
BM23,1386371.3470,4916602.8780,10.9860,
BM24,1386765.0360,4917113.8970,13.9820,
BM25,1386351.0660,4917169.2520,11.2200,
BM26,1386284.8990,4917501.0130,11.2740,
BM27,1386118.8900,4917828.8720,14.9610,
BM28,1385685.1560,4917630.0990,15.7550,
BM29,1385543.7870,4917826.9070,15.3330,
BM30,1385435.6080,4918179.5660,15.4900,
BM135,1385627.8300,4918495.7950,14.2130,
BM136,1385518.7680,4918341.2330,14.1770,
BM144,1385709.4150,4918634.9500,15.1190,
BM146,1386009.3380,4919258.2010,12.1000,
BM147,1386669.9530,4919465.5590,13.3010,
BM156,1385817.3060,4918977.2270,17.3270,
ET27,1387794.5810,4912984.1590,10.5970,
ET28,1388104.5730,4913359.8580,11.1900,
ET29,1388281.0620,4913681.6360,11.3520,
ET30,1388450.3260,4914019.5790,11.9150,
ET31,1388476.1030,4914110.6460,13.7880,
ET32,1388361.6540,4914325.3100,11.7270,
ET73,1386844.8970,4917043.3930,13.2440,
ET74,1386838.3710,4917429.3160,13.7780,
ET75,1386844.5050,4917733.9070,14.4350,
ET76,1386935.5220,4918063.8190,16.5810,
ET77,1396347.4850,4918335.4220,33.3480,
ET124,1389978.4820,4915820.5850,11.4290,
ET125,1389213.5410,4915551.3560,13.3750,
ET126,1388052.8970,4912785.7510,10.8130,
ET127,1388038.8830,4913247.7650,11.3830,
ET128,1388331.3770,4913723.6820,9.8270,
ET129,1387742.1500,4915239.4480,11.4630,
ET130,1387570.5730,4915381.4710,11.2960,
ET149,1390399.7710,4916034.1450,12.1990,
ET150,1391257.4830,4916408.9600,13.7050,
ET151,1391835.2570,4916523.8480,15.2990,
ET152,1392144.5520,4916593.5110,19.5390,
ET158,1387623.3160,4912020.9700,11.1910,
ET159,1387996.1940,4912254.0650,11.8010,
ET160,1387464.0170,4911846.0570,11.2530,
LH8L/1,1378913.8204,4903067.6694,5.4455,W
LH8L/2,1378923.6544,4903071.1720,6.5822,SO
LH8L/3,1378927.8218,4903071.3522,6.3635,SO
LH9L/5,1379072.2138,4902979.9861,7.4023,SO
LH9L/6,1379072.4596,4902972.9910,5.4184,W
LH9R/1,1379072.7137,4902812.6797,10.8765,RE
LH9R/2,1379072.6610,4902817.9996,11.1523,RE
LH9R/3,1379072.7804,4902823.6169,10.7643,TB
LH9R/4,1379072.7281,4902833.4681,5.4260,W
LT8E,1378830.1910,4903034.6890,0.0000,
LT8S,1378923.8000,4903071.4930,0.0000,
LT9E,1379072.6010,4902818.2570,0.0000,
LT9S,1379073.2070,4902976.6260,0.0000,
LT14AE,1381221.8760,4900152.9300,0.0000,
LT14AS,1381422.5890,4900326.4920,0.0000,
LT24E,1382503.7830,4896740.3260,0.0000,
LT24S,1382699.2100,4896847.3470,0.0000,
PEG,1382443.3440,4907093.1230,10.2330,
PEG1A,1379576.9990,4903774.6630,7.3860,
PEG2_0,1380356.6780,4904208.7790,7.6700,
PEG2_1,1380314.2900,4904268.1100,8.0940,
PEG3_A,1381014.2390,4904917.8230,8.2230,
PEG3_B,1381092.7390,4904837.8680,6.7670,
PEG4_1,1381486.2490,4905248.8710,6.8750,
PEG4_A,1381386.0180,4905444.1370,6.7760,
PEG4_B,1381522.7860,4905177.6910,7.1310,
PEG5_A,1381897.6600,4905482.5740,9.7150,
PEG5_B,1381883.9980,4905501.1020,7.2360,
PEG6A,1382446.0430,4905985.8710,7.4350,
PEG6B,1382442.3820,4905988.4580,6.9250,
PEG7A,1382463.9550,4906378.1820,8.1750,
PEG7B,1382433.8800,4906396.1100,6.7470,
PEG8_0,1382486.6070,4906826.3380,6.9780,
PEG8_1,1382527.4900,4906801.9640,8.8060,
PEG9_1,1382474.9590,4906902.5310,8.7620,
PEG9_A,1382834.4990,4906921.9300,7.1040,
PEG10,1382679.1560,4907078.5550,7.2070,
PEG11_1,1382442.1140,4907091.9210,10.2630,
PEG12/2,1382301.2620,4907213.9530,9.9730,
PEG12_A,1382479.4800,4907239.5120,7.5800,
PEG13_2,1382483.4380,4907002.1490,8.6170,
PEG13_A,1382791.7360,4907460.2460,6.9140,
PEG14_A,1382924.1400,4907881.9140,8.7430,
PEG15_1,1382910.8580,4908562.6070,9.0390,
PEG16_1,1384033.9160,4909046.4210,9.3350,
PEG16_C,1383825.2670,4909242.8310,11.2510,
PEG16_D,1383989.2890,4909088.4330,8.7180,
PEG17_X,1383999.5160,4909349.1850,11.1120,
PEG18_2,1384165.4340,4909666.0000,8.7840,
PEG18_X,1384088.8060,4909732.8190,11.2490,
PEG19_1,1384646.0520,4910136.3120,11.3750,
PEG20_2,1385331.5470,4910404.4990,9.0510,
PEG20_A,1385478.3510,4910252.8170,9.5400,
PEG21_1,1385427.8750,4910908.6630,12.0500,
PEG21_A,1385450.6860,4910884.8120,8.0690,
PEG22_1,1385671.7540,4911078.4780,12.1110,
PEG22_2,1385851.4860,4910912.0160,9.7090,
PEG23A,1385782.5060,4911621.0420,12.9630,
PEG23B,1385797.8720,4911604.7730,8.8720,
PEG24_1,1386183.9840,4911679.3910,12.3650,
PEG24_A,1386200.4920,4911658.9980,10.7430,
PEG25_1,1386707.6200,4911844.0850,12.4880,
PEG25_A,1386812.5890,4911532.2330,10.7890,
PEG26/1,1387070.0040,4912008.4520,12.5470,
PEG26/A,1387256.1410,4911779.1210,8.2100,
PEG26_1,1387241.4220,4911797.2530,11.3410,
PEG_14_1,1382720.5880,4907950.3360,7.7520,
PEG_14_B,1382700.9680,4907949.2860,8.5520,
WT140,1386686.9810,4915632.8850,10.9500,
WT173,1387282.5440,4913566.7050,10.7890,
WT175,1387646.1820,4913573.3610,12.3170,
XS01_E,1387329.6530,4912145.1060,0.0000,
XS01_S,1387553.6840,4911929.6970,0.0000,
XS02_E,1387590.4490,4912263.9950,0.0000,
XS02_S,1387701.2710,4912062.7590,0.0000,
XS03_E,1387364.7670,4912497.0110,0.0000,
XS03_S,1387924.1050,4912216.9110,0.0000,
XS04_E,1387343.1720,4912584.1220,0.0000,
XS04_S,1387798.4690,4912777.7050,0.0000,
XS05_E,1387228.6210,4912880.6240,0.0000,
XS05_S,1387902.0480,4912955.8000,0.0000,
XS06_E,1387140.3990,4913335.9360,0.0000,
XS06_S,1387921.9230,4913114.2880,0.0000,
XS07_E,1387393.2010,4913099.9800,0.0000,
XS07_S,1387417.4370,4913533.2060,0.0000,
XS08_E,1387694.8310,4913587.9700,0.0000,
XS08_S,1388013.0260,4913289.3560,0.0000,
XS09_E,1387911.1340,4913811.3400,0.0000,
XS09_S,1388278.0590,4913639.3620,0.0000,
XS10_E,1387935.5610,4913987.2160,0.0000,
XS10_S,1388351.9260,4913806.0450,0.0000,
XS11_E,1388064.7110,4914280.6990,0.0000,
XS11_S,1388283.1770,4914416.2550,0.0000,
XS12_E,1387896.2020,4914397.5770,0.0000,
XS12_S,1388224.9160,4914530.3670,0.0000,
XS13_E,1387543.6310,4914651.3580,0.0000,
XS13_S,1387783.0120,4914722.4170,0.0000,
XS14_E,1387514.8900,4914904.9920,0.0000,
XS14_S,1387720.0040,4914955.8280,0.0000,
XS15_E,1387418.6460,4915084.7200,0.0000,
XS15_S,1387552.1270,4915144.0220,0.0000,
XS16,1387304.2380,4915368.6690,12.7350,
XS16_E,1387233.5630,4915267.1140,0.0000,
XS16_S,1387309.9920,4915376.9020,0.0000,
XS17,1387044.8240,4915506.5770,9.4410,
XS17_E,1387001.1830,4915397.8980,0.0000,
XS17_S,1387052.0100,4915524.4860,0.0000,
XS18_E,1386765.7190,4915618.2460,0.0000,
XS18_S,1386912.5890,4915683.1780,0.0000,
XS19,1386934.8110,4915908.8270,11.8780,
XS19_E,1386837.4670,4915960.8020,0.0000,
XS19_S,1386959.1820,4915895.8280,0.0000,
XS20,1387111.5710,4916166.4650,12.2270,
XS20_E,1386907.9940,4916160.0770,0.0000,
XS20_S,1387143.9010,4916167.4870,0.0000,
XS21_E,1386874.3910,4916418.7200,0.0000,
XS21_S,1387109.2130,4916524.5990,0.0000,
XS22,1386890.9990,4916746.2760,13.2070,
XS22_E,1386780.3490,4916535.3160,0.0000,
XS22_S,1386906.9300,4916776.5520,0.0000,
XS23,1386371.3470,4916602.8880,11.0160,
XS23_E,1386279.4080,4916559.3830,0.0000,
XS23_S,1386842.3080,4916825.6880,0.0000,
XS24,1386765.0560,4917113.8780,13.9420,
XS24_E,1386283.8770,4916881.0830,0.0000,
XS24_S,1386785.4250,4917123.7790,0.0000,
XS25,1386351.0660,4917169.2520,11.2100,
XS25_E,1386181.4670,4917023.8850,0.0000,
XS25_S,1386757.9010,4917517.9840,0.0000,
XS26_E,1385856.6570,4917115.8440,0.0000,
XS26_S,1386360.0750,4917568.6250,0.0000,
XS27,1386118.8930,4917828.7720,15.0510,
XS27_E,1386023.3150,4917096.1640,0.0000,
XS27_S,1386131.3610,4917924.3000,0.0000,
XS28,1385685.1560,4917630.0990,15.7850,
XS28_E,1385360.2710,4917439.0990,0.0000,
XS28_S,1385833.0100,4917717.0320,0.0000,
XS29,1385543.7670,4917826.9070,15.3930,
XS29_E,1385386.6880,4917739.9310,0.0000,
XS29_S,1385643.3670,4917882.0310,0.0000,
XS30,1385435.5990,4918179.5560,15.5100,
XS30_E,1385292.4490,4918177.5010,0.0000,
XS30_S,1385583.2790,4918181.6760,0.0000,
XS135,1385627.8720,4918495.7160,14.2730,
XS135_E,1385456.5140,4918621.9400,0.0000,
XS135_S,1385669.1160,4918465.3980,0.0000,
XS136,1385518.8200,4918341.1840,14.2270,
XS136_E,1385391.2580,4918437.9460,0.0000,
XS136_S,1385561.0320,4918309.1770,0.0000,
XS144_E,1385603.4440,4918675.1940,0.0000,
XS144_S,1385829.1350,4918589.4720,0.0000,
XS146,1386009.3380,4919258.2010,12.1000,
XS146_E,1385946.7310,4919286.6720,0.0000,
XS146_S,1386074.2630,4919228.6790,0.0000,
XS147_E,1386664.0380,4919552.2450,0.0000,
XS147_S,1386672.0610,4919435.3880,0.0000,
XS156,1385817.4480,4918977.1520,17.3870,
XS156_E,1385814.5370,4918978.3040,0.0000,
XS156_S,1385925.4300,4918934.8860,0.0000,
XSE7L/1,1382622.2943,4906283.8436,9.6068,TB-F
XSE7L/2,1382619.7064,4906283.0485,9.7694,SO
XSE7L/3,1382606.3972,4906293.8551,9.7354,SO
XSE7L/4,1382592.1930,4906304.8679,9.8554,SO
XSE7L/5,1382577.5774,4906315.9914,9.7924,SO
XSE7L/6,1382560.7167,4906321.5081,9.0433,FP-TB
XSE7L/7,1382555.3759,4906323.0212,7.4862,BB
XSE7L/8,1382539.1567,4906333.9862,7.1415,BB
XSE7L/9,1382532.8930,4906336.9351,6.0390,W
XSE7L/10,1382565.7050,4906318.0257,7.8315,SO
XSE7L/11,1382579.8595,4906306.7735,7.5715,SO
