1L,1387050.0024,4915515.6509,14.4170,SO
1M,1387043.7195,4915507.0614,11.6463,SO
300TMP1,1387531.1300,4915140.6000,14.2570,
1000,1387623.2403,4912021.1213,10.9147,ET158
1001,1385627.8458,4918495.7786,13.8711,STKBM135 FILL 0.34
BM13,1387747.4450,4914711.8570,14.1150,
BM14,1387622.9300,4914931.7620,11.0310,
BM15,1387533.8590,4915135.9030,14.3740,
BM16,1387304.2270,4915368.6880,12.7750,
BM17,1387044.8340,4915506.5980,9.5110,
BM18,1386891.7080,4915673.9400,13.3860,
BM19,1386934.8220,4915908.8080,11.9180,
BM20,1387111.5610,4916166.4750,12.2570,
BM21,1387104.9950,4916522.7030,12.2980,
BM22,1386891.0280,4916746.2970,13.1970,
BM23,1386371.3470,4916602.8780,10.9860,
BM24,1386765.0360,4917113.8970,13.9820,
BM25,1386351.0660,4917169.2520,11.2200,
BM26,1386284.8990,4917501.0130,11.2740,
BM27,1386118.8900,4917828.8720,14.9610,
BM28,1385685.1560,4917630.0990,15.7550,
BM29,1385543.7870,4917826.9070,15.3330,
BM30,1385435.6080,4918179.5660,15.4900,
BM135,1385627.8300,4918495.7950,14.2130,
BM136,1385518.7680,4918341.2330,14.1770,
BM144,1385709.4150,4918634.9500,15.1190,
BM146,1386009.3380,4919258.2010,12.1000,
BM147,1386669.9530,4919465.5590,13.3010,
BM156,1385817.3060,4918977.2270,17.3270,
BRIA,1397529.5200,4915138.5720,14.0290,BASE STATION
ET27,1387794.5810,4912984.1590,10.5970,
ET28,1388104.5730,4913359.8580,11.1900,
ET29,1388281.0620,4913681.6360,11.3520,
ET30,1388450.3260,4914019.5790,11.9150,
ET31,1388476.1030,4914110.6460,13.7880,
ET32,1388361.6540,4914325.3100,11.7270,
ET73,1386844.8970,4917043.3930,13.2440,
ET74,1386838.3710,4917429.3160,13.7780,
ET75,1386844.5050,4917733.9070,14.4350,
ET76,1386935.5220,4918063.8190,16.5810,
ET77,1396347.4850,4918335.4220,33.3480,
ET124,1389978.4820,4915820.5850,11.4290,
ET125,1389213.5410,4915551.3560,13.3750,
ET126,1388052.8970,4912785.7510,10.8130,
ET127,1388038.8830,4913247.7650,11.3830,
ET128,1388331.3770,4913723.6820,9.8270,
ET129,1387742.1500,4915239.4480,11.4630,
ET130,1387570.5730,4915381.4710,11.2960,
ET149,1390399.7710,4916034.1450,12.1990,
ET150,1391257.4830,4916408.9600,13.7050,
ET151,1391835.2570,4916523.8480,15.2990,
ET152,1392144.5520,4916593.5110,19.5390,
ET158,1387623.3160,4912020.9700,11.1910,
ET159,1387996.1940,4912254.0650,11.8010,
ET160,1387464.0170,4911846.0570,11.2530,
LT8E,1378830.1910,4903034.6890,0.0000,
LT8S,1378923.8000,4903071.4930,0.0000,
LT9E,1379072.6010,4902818.2570,0.0000,
LT9S,1379073.2070,4902976.6260,0.0000,
LT14AE,1381221.8760,4900152.9300,0.0000,
LT14AS,1381422.5890,4900326.4920,0.0000,
LT24E,1382503.7830,4896740.3260,0.0000,
LT24S,1382699.2100,4896847.3470,0.0000,
PEG,1382443.3440,4907093.1230,10.2330,
PEG1A,1379576.9990,4903774.6630,7.3860,
PEG2_0,1380356.6780,4904208.7790,7.6700,
PEG2_1,1380314.2900,4904268.1100,8.0940,
PEG3_A,1381014.2390,4904917.8230,8.2230,
PEG3_B,1381092.7390,4904837.8680,6.7670,
PEG4_1,1381486.2490,4905248.8710,6.8750,
PEG4_A,1381386.0180,4905444.1370,6.7760,
PEG4_B,1381522.7860,4905177.6910,7.1310,
PEG5_A,1381897.6600,4905482.5740,9.7150,
PEG5_B,1381883.9980,4905501.1020,7.2360,
PEG6A,1382446.0430,4905985.8710,7.4350,
PEG6B,1382442.3820,4905988.4580,6.9250,
PEG7A,1382463.9550,4906378.1820,8.1750,
PEG7B,1382433.8800,4906396.1100,6.7470,
PEG8_0,1382486.6070,4906826.3380,6.9780,
PEG8_1,1382527.4900,4906801.9640,8.8060,
PEG9_1,1382474.9590,4906902.5310,8.7620,
PEG9_A,1382834.4990,4906921.9300,7.1040,
PEG10,1382679.1560,4907078.5550,7.2070,
PEG11_1,1382442.1140,4907091.9210,10.2630,
PEG12/2,1382301.2620,4907213.9530,9.9730,
PEG12_A,1382479.4800,4907239.5120,7.5800,
PEG13_2,1382483.4380,4907002.1490,8.6170,
PEG13_A,1382791.7360,4907460.2460,6.9140,
PEG14_A,1382924.1400,4907881.9140,8.7430,
PEG15_1,1382910.8580,4908562.6070,9.0390,
PEG16_1,1384033.9160,4909046.4210,9.3350,
PEG16_C,1383825.2670,4909242.8310,11.2510,
PEG16_D,1383989.2890,4909088.4330,8.7180,
PEG17_X,1383999.5160,4909349.1850,11.1120,
PEG18_2,1384165.4340,4909666.0000,8.7840,
PEG18_X,1384088.8060,4909732.8190,11.2490,
PEG19_1,1384646.0520,4910136.3120,11.3750,
PEG20_2,1385331.5470,4910404.4990,9.0510,
PEG20_A,1385478.3510,4910252.8170,9.5400,
PEG21_1,1385427.8750,4910908.6630,12.0500,
PEG21_A,1385450.6860,4910884.8120,8.0690,
PEG22_1,1385671.7540,4911078.4780,12.1110,
PEG22_2,1385851.4860,4910912.0160,9.7090,
PEG23A,1385782.5060,4911621.0420,12.9630,
PEG23B,1385797.8720,4911604.7730,8.8720,
PEG24_1,1386183.9840,4911679.3910,12.3650,
PEG24_A,1386200.4920,4911658.9980,10.7430,
PEG25_1,1386707.6200,4911844.0850,12.4880,
PEG25_A,1386812.5890,4911532.2330,10.7890,
PEG26/1,1387070.0040,4912008.4520,12.5470,
PEG26/A,1387256.1410,4911779.1210,8.2100,
PEG26_1,1387241.4220,4911797.2530,11.3410,
PEG_14_1,1382720.5880,4907950.3360,7.7520,
PEG_14_B,1382700.9680,4907949.2860,8.5520,
STONE,1387577.2223,4915155.9021,11.9022,ST
TMP1,1387531.1300,4915140.6000,14.2570,TEMP BM
WT140,1386686.9810,4915632.8850,10.9500,
WT173,1387282.5440,4913566.7050,10.7890,
WT175,1387646.1820,4913573.3610,12.3170,
X23R/2,1387592.9977,4912382.5461,11.3340,SO
X23R/3,1387615.0026,4912372.0626,11.1196,SO
X23R/4,1387635.6432,4912361.4169,10.8644,SO
X23R/7,1387656.3402,4912351.0321,11.0586,SO
X23R/8,1387681.8127,4912340.4201,9.4460,SO
X23R/9,1387696.6755,4912330.9619,9.6911,SO
X23R/10,1387712.7780,4912322.9124,9.6061,SO
X23R/11,1387731.2456,4912313.1974,10.1765,SO
X23R/12,1387754.2711,4912302.3132,10.1674,SO
X23R/13,1387771.1943,4912294.1955,9.4890,SO
X23R/14,1387788.5994,4912284.7215,8.7146,SO
X23R/15,1387805.4823,4912275.8245,9.0283,TB
X23R/16,1387816.4708,4912270.8182,6.4144,W
X23R/100,1387563.4692,4912397.6573,9.3894,SO
XS01_E,1387329.6530,4912145.1060,0.0000,
XS01_S,1387553.6840,4911929.6970,0.0000,
XS02_E,1387590.4490,4912263.9950,0.0000,
XS02_S,1387701.2710,4912062.7590,0.0000,
XS03_E,1387364.7670,4912497.0110,0.0000,
XS03_S,1387924.1050,4912216.9110,0.0000,
XS04_E,1387343.1720,4912584.1220,0.0000,
XS04_S,1387798.4690,4912777.7050,0.0000,
XS4R/1,1387341.3850,4912583.7012,10.9024,SO
XS4R/2,1387353.5957,4912588.2272,11.0734,F
XS4R/3,1387355.4167,4912588.2628,11.1871,BB
XS4R/4,1387360.4917,4912591.4697,13.2275,TB
XS4R/5,1387363.0894,4912592.1021,13.2978,TB
XS4R/6,1387369.6293,4912594.7678,11.5144,BB-F
XS4R/7,1387384.6413,4912601.5221,11.3733,SO
XS4R/8,1387400.9670,4912608.4914,10.6889,SO
XS4R/9,1387411.7917,4912623.2771,9.6352,TB
XS4R/10,1387415.2131,4912623.4934,7.9617,TB
XS05_E,1387228.6210,4912880.6240,0.0000,
XS05_S,1387902.0480,4912955.8000,0.0000,
XS06_E,1387140.3990,4913335.9360,0.0000,
XS06_S,1387921.9230,4913114.2880,0.0000,
XS6R/1,1387140.0543,4913335.6570,10.6853,F-BB
XS6R/2,1387141.8484,4913335.2792,10.8367,BB
XS6R/3,1387147.6744,4913333.5375,13.6566,TB
XS6R/4,1387150.4792,4913332.9258,13.6481,TB
XS6R/5,1387157.0346,4913331.0947,11.3329,BB-F
XS6R/6,1387168.4143,4913326.5229,10.9565,F
XS07_E,1387393.2010,4913099.9800,0.0000,
XS07_S,1387417.4370,4913533.2060,0.0000,
XS08_E,1387694.8310,4913587.9700,0.0000,
XS08_S,1388013.0260,4913289.3560,0.0000,
XS09_E,1387911.1340,4913811.3400,0.0000,
XS09_S,1388278.0590,4913639.3620,0.0000,
XS10R/1,1387935.5690,4913987.2062,11.2365,STA4+54.062 L0.01 CUT 11.24
XS10R/2,1387940.5122,4913985.0827,11.4869,BB-F
XS10R/3,1387946.2217,4913982.5218,13.7751,TB
XS10R/4,1387949.1125,4913981.1424,13.8155,TB
